2023-04-05 08:29:06,160 [   DEBUG] asyncio: Using selector: EpollSelector
2023-04-05 08:29:08,075 [   DEBUG] JELLYFIN.jellyfin_apiclient_python.api: {'Accept': 'application/json', 'Content-type': 'application/x-www-form-urlencoded; charset=UTF-8', 'X-Application': 'Jellyfin MPV Shim/2.6.0', 'Accept-Charset': 'UTF-8,*', 'Accept-encoding': 'gzip', 'User-Agent': 'Jellyfin-MPV-Shim/2.6.0', 'x-emby-authorization': 'MediaBrowser Client=Jellyfin MPV Shim, Device=gunners, DeviceId=20cbca8e-24e2-45f9-9803-9d840e57f430, Version=2.6.0', 'X-MediaBrowser-Token': 'REDACTED'}
2023-04-05 08:29:08,078 [   DEBUG] urllib3.connectionpool: Starting new HTTP connection (1): 192.168.1.81:8096
2023-04-05 08:29:08,587 [   DEBUG] urllib3.connectionpool: http://192.168.1.81:8096 "GET /system/info HTTP/1.1" 200 None
2023-04-05 08:29:08,592 [   DEBUG] JELLYFIN.jellyfin_apiclient_python.credentials: credentialsupdated
2023-04-05 08:29:08,593 [   DEBUG] JELLYFIN.jellyfin_apiclient_python.connection_manager: resolving connect with result: {'Servers': "[{'address': 'http://192.168.1.81:8096', 'Name': 'gunners', 'Id': '212d72b098d942ac8a01047fef315460', 'DateLastAccessed': '2023-04-05T08:29:08Z', 'UserId': '62ddb4c799604d86b54b54abc2fb8d68', 'AccessToken': 'REDACTED', 'Users': [{'Id': '62ddb4c799604d86b54b54abc2fb8d68', 'IsSignedInOffline': True}], 'uuid': 'f75c281b-2514-49c7-b761-62dc2e62b416', 'username': 'ural', 'connected': True}]", 'State': 3}
2023-04-05 08:29:08,593 [    INFO] JELLYFIN.jellyfin_apiclient_python.client: User is authenticated.
2023-04-05 08:29:08,593 [   DEBUG] urllib3.util.retry: Converted retries value: 3 -> 'Retry(total=3, connect=None, read=None, redirect=None, status=None)'
2023-04-05 08:29:08,593 [   DEBUG] urllib3.util.retry: Converted retries value: 3 -> 'Retry(total=3, connect=None, read=None, redirect=None, status=None)'
2023-04-05 08:29:08,594 [    INFO] JELLYFIN.jellyfin_apiclient_python.ws_client: Websocket url: ws://192.168.1.81:8096/socket?api_key=REDACTEDREDACTED&device_id=20cbca8e-24e2-45f9-9803-9d840e57f430
2023-04-05 08:29:08,596 [   DEBUG] urllib3.connectionpool: Starting new HTTP connection (1): 192.168.1.81:8096
2023-04-05 08:29:08,629 [    INFO] websocket: Websocket connected
2023-04-05 08:29:08,630 [    INFO] JELLYFIN.jellyfin_apiclient_python.ws_client: --->[ websocket ]
2023-04-05 08:29:08,630 [   DEBUG] event_handler: Unhandled Event WebSocketConnect: None
2023-04-05 08:29:08,894 [   DEBUG] urllib3.connectionpool: http://192.168.1.81:8096 "POST /Sessions/Capabilities/Full HTTP/1.1" 204 0
2023-04-05 08:29:08,941 [   DEBUG] urllib3.connectionpool: http://192.168.1.81:8096 "GET /Sessions?ControllableByUserId=62ddb4c799604d86b54b54abc2fb8d68 HTTP/1.1" 200 None
2023-04-05 08:29:08,941 [ WARNING] clients: Client is not actually connected. (It does not show in the client list.)
2023-04-05 08:29:08,948 [    INFO] JELLYFIN.jellyfin_apiclient_python.ws_client: ---<[ websocket ]
2023-04-05 08:29:08,968 [    INFO] Jellyfin.jellyfin_apiclient_python.http: --<[ session/140274679184336 ]
2023-04-05 08:29:08,968 [ WARNING] clients: Partially connected. Retrying 1/3.
2023-04-05 08:29:09,969 [   DEBUG] JELLYFIN.jellyfin_apiclient_python.client: JellyfinClient initializing...
2023-04-05 08:29:09,969 [   DEBUG] JELLYFIN.jellyfin_apiclient_python.configuration: Configuration initializing...
2023-04-05 08:29:09,969 [   DEBUG] JELLYFIN.jellyfin_apiclient_python.configuration: Begin http constructor.
2023-04-05 08:29:09,970 [   DEBUG] JELLYFIN.jellyfin_apiclient_python.ws_client: WSClient initializing...
2023-04-05 08:29:09,970 [   DEBUG] JELLYFIN.jellyfin_apiclient_python.connection_manager: ConnectionManager initializing...
2023-04-05 08:29:09,970 [   DEBUG] JELLYFIN.jellyfin_apiclient_python.credentials: Credentials initializing...
2023-04-05 08:29:09,971 [   DEBUG] JELLYFIN.jellyfin_apiclient_python.configuration: Begin app constructor.
2023-04-05 08:29:09,971 [    INFO] JELLYFIN.jellyfin_apiclient_python.connection_manager: Begin connect
2023-04-05 08:29:09,971 [    INFO] JELLYFIN.jellyfin_apiclient_python.connection_manager: Begin getAvailableServers
2023-04-05 08:29:09,971 [   DEBUG] JELLYFIN.jellyfin_apiclient_python.credentials: credentialsupdated
2023-04-05 08:29:09,972 [    INFO] JELLYFIN.jellyfin_apiclient_python.connection_manager: connect has 1 servers
2023-04-05 08:29:09,972 [    INFO] JELLYFIN.jellyfin_apiclient_python.connection_manager: begin connect_to_server
2023-04-05 08:29:09,972 [    INFO] JELLYFIN.jellyfin_apiclient_python.api: Sending get request to system/info/public
2023-04-05 08:29:09,972 [   DEBUG] JELLYFIN.jellyfin_apiclient_python.api: 5
2023-04-05 08:29:09,973 [   DEBUG] JELLYFIN.jellyfin_apiclient_python.api: {'Accept': 'application/json', 'Content-type': 'application/x-www-form-urlencoded; charset=UTF-8', 'X-Application': 'Jellyfin MPV Shim/2.6.0', 'Accept-Charset': 'UTF-8,*', 'Accept-encoding': 'gzip', 'User-Agent': 'Jellyfin-MPV-Shim/2.6.0', 'x-emby-authorization': 'MediaBrowser Client=Jellyfin MPV Shim, Device=gunners, DeviceId=20cbca8e-24e2-45f9-9803-9d840e57f430, Version=2.6.0'}
2023-04-05 08:29:09,976 [   DEBUG] urllib3.connectionpool: Starting new HTTP connection (1): 192.168.1.81:8096
2023-04-05 08:29:09,985 [   DEBUG] urllib3.connectionpool: http://192.168.1.81:8096 "GET /system/info/public HTTP/1.1" 200 None
2023-04-05 08:29:09,987 [    INFO] JELLYFIN.jellyfin_apiclient_python.connection_manager: calling onSuccessfulConnection with server gunners
2023-04-05 08:29:09,988 [    INFO] JELLYFIN.jellyfin_apiclient_python.api: Sending get request to system/info
2023-04-05 08:29:09,989 [   DEBUG] JELLYFIN.jellyfin_apiclient_python.api: 5
2023-04-05 08:29:09,989 [   DEBUG] JELLYFIN.jellyfin_apiclient_python.api: {'Accept': 'application/json', 'Content-type': 'application/x-www-form-urlencoded; charset=UTF-8', 'X-Application': 'Jellyfin MPV Shim/2.6.0', 'Accept-Charset': 'UTF-8,*', 'Accept-encoding': 'gzip', 'User-Agent': 'Jellyfin-MPV-Shim/2.6.0', 'x-emby-authorization': 'MediaBrowser Client=Jellyfin MPV Shim, Device=gunners, DeviceId=20cbca8e-24e2-45f9-9803-9d840e57f430, Version=2.6.0', 'X-MediaBrowser-Token': 'REDACTED'}
2023-04-05 08:29:09,995 [   DEBUG] urllib3.connectionpool: Starting new HTTP connection (1): 192.168.1.81:8096
2023-04-05 08:29:10,002 [   DEBUG] urllib3.connectionpool: http://192.168.1.81:8096 "GET /system/info HTTP/1.1" 200 None
2023-04-05 08:29:10,003 [   DEBUG] JELLYFIN.jellyfin_apiclient_python.credentials: credentialsupdated
2023-04-05 08:29:10,004 [   DEBUG] JELLYFIN.jellyfin_apiclient_python.connection_manager: resolving connect with result: {'Servers': "[{'address': 'http://192.168.1.81:8096', 'Name': 'gunners', 'Id': '212d72b098d942ac8a01047fef315460', 'DateLastAccessed': '2023-04-05T08:29:10Z', 'UserId': '62ddb4c799604d86b54b54abc2fb8d68', 'AccessToken': 'REDACTED', 'Users': [{'Id': '62ddb4c799604d86b54b54abc2fb8d68', 'IsSignedInOffline': True}], 'uuid': 'f75c281b-2514-49c7-b761-62dc2e62b416', 'username': 'ural', 'connected': True}]", 'State': 3}
2023-04-05 08:29:10,004 [    INFO] JELLYFIN.jellyfin_apiclient_python.client: User is authenticated.
2023-04-05 08:29:10,004 [   DEBUG] urllib3.util.retry: Converted retries value: 3 -> 'Retry(total=3, connect=None, read=None, redirect=None, status=None)'
2023-04-05 08:29:10,005 [   DEBUG] urllib3.util.retry: Converted retries value: 3 -> 'Retry(total=3, connect=None, read=None, redirect=None, status=None)'
2023-04-05 08:29:10,005 [    INFO] JELLYFIN.jellyfin_apiclient_python.ws_client: Websocket url: ws://192.168.1.81:8096/socket?api_key=REDACTEDREDACTED&device_id=20cbca8e-24e2-45f9-9803-9d840e57f430
2023-04-05 08:29:10,007 [   DEBUG] urllib3.connectionpool: Starting new HTTP connection (1): 192.168.1.81:8096
2023-04-05 08:29:10,015 [    INFO] websocket: Websocket connected
2023-04-05 08:29:10,016 [    INFO] JELLYFIN.jellyfin_apiclient_python.ws_client: --->[ websocket ]
2023-04-05 08:29:10,016 [   DEBUG] event_handler: Unhandled Event WebSocketConnect: None
2023-04-05 08:29:10,050 [   DEBUG] JELLYFIN.jellyfin_apiclient_python.ws_client: ForceKeepAlive received from server.
2023-04-05 08:29:10,057 [   DEBUG] JELLYFIN.jellyfin_apiclient_python.ws_client: KeepAlive received from server.
2023-04-05 08:29:10,187 [   DEBUG] urllib3.connectionpool: http://192.168.1.81:8096 "POST /Sessions/Capabilities/Full HTTP/1.1" 204 0
2023-04-05 08:29:10,201 [   DEBUG] urllib3.connectionpool: http://192.168.1.81:8096 "GET /Sessions?ControllableByUserId=62ddb4c799604d86b54b54abc2fb8d68 HTTP/1.1" 200 None
2023-04-05 08:29:10,206 [ WARNING] clients: Client is not actually connected. (It does not show in the client list.)
2023-04-05 08:29:10,237 [    INFO] JELLYFIN.jellyfin_apiclient_python.ws_client: ---<[ websocket ]
2023-04-05 08:29:10,237 [    INFO] Jellyfin.jellyfin_apiclient_python.http: --<[ session/140274664419920 ]
2023-04-05 08:29:10,238 [ WARNING] clients: Partially connected. Retrying 2/3.
2023-04-05 08:29:11,238 [   DEBUG] JELLYFIN.jellyfin_apiclient_python.client: JellyfinClient initializing...
2023-04-05 08:29:11,239 [   DEBUG] JELLYFIN.jellyfin_apiclient_python.configuration: Configuration initializing...
2023-04-05 08:29:11,239 [   DEBUG] JELLYFIN.jellyfin_apiclient_python.configuration: Begin http constructor.
2023-04-05 08:29:11,240 [   DEBUG] JELLYFIN.jellyfin_apiclient_python.ws_client: WSClient initializing...
2023-04-05 08:29:11,241 [   DEBUG] JELLYFIN.jellyfin_apiclient_python.connection_manager: ConnectionManager initializing...
2023-04-05 08:29:11,241 [   DEBUG] JELLYFIN.jellyfin_apiclient_python.credentials: Credentials initializing...
2023-04-05 08:29:11,242 [   DEBUG] JELLYFIN.jellyfin_apiclient_python.configuration: Begin app constructor.
2023-04-05 08:29:11,242 [    INFO] JELLYFIN.jellyfin_apiclient_python.connection_manager: Begin connect
2023-04-05 08:29:11,242 [    INFO] JELLYFIN.jellyfin_apiclient_python.connection_manager: Begin getAvailableServers
2023-04-05 08:29:11,243 [   DEBUG] JELLYFIN.jellyfin_apiclient_python.credentials: credentialsupdated
2023-04-05 08:29:11,243 [    INFO] JELLYFIN.jellyfin_apiclient_python.connection_manager: connect has 1 servers
2023-04-05 08:29:11,244 [    INFO] JELLYFIN.jellyfin_apiclient_python.connection_manager: begin connect_to_server
2023-04-05 08:29:11,244 [    INFO] JELLYFIN.jellyfin_apiclient_python.api: Sending get request to system/info/public
2023-04-05 08:29:11,245 [   DEBUG] JELLYFIN.jellyfin_apiclient_python.api: 5
2023-04-05 08:29:11,245 [   DEBUG] JELLYFIN.jellyfin_apiclient_python.api: {'Accept': 'application/json', 'Content-type': 'application/x-www-form-urlencoded; charset=UTF-8', 'X-Application': 'Jellyfin MPV Shim/2.6.0', 'Accept-Charset': 'UTF-8,*', 'Accept-encoding': 'gzip', 'User-Agent': 'Jellyfin-MPV-Shim/2.6.0', 'x-emby-authorization': 'MediaBrowser Client=Jellyfin MPV Shim, Device=gunners, DeviceId=20cbca8e-24e2-45f9-9803-9d840e57f430, Version=2.6.0'}
2023-04-05 08:29:11,249 [   DEBUG] urllib3.connectionpool: Starting new HTTP connection (1): 192.168.1.81:8096
2023-04-05 08:29:11,253 [   DEBUG] urllib3.connectionpool: http://192.168.1.81:8096 "GET /system/info/public HTTP/1.1" 200 None
2023-04-05 08:29:11,255 [    INFO] JELLYFIN.jellyfin_apiclient_python.connection_manager: calling onSuccessfulConnection with server gunners
2023-04-05 08:29:11,255 [    INFO] JELLYFIN.jellyfin_apiclient_python.api: Sending get request to system/info
2023-04-05 08:29:11,255 [   DEBUG] JELLYFIN.jellyfin_apiclient_python.api: 5
2023-04-05 08:29:11,255 [   DEBUG] JELLYFIN.jellyfin_apiclient_python.api: {'Accept': 'application/json', 'Content-type': 'application/x-www-form-urlencoded; charset=UTF-8', 'X-Application': 'Jellyfin MPV Shim/2.6.0', 'Accept-Charset': 'UTF-8,*', 'Accept-encoding': 'gzip', 'User-Agent': 'Jellyfin-MPV-Shim/2.6.0', 'x-emby-authorization': 'MediaBrowser Client=Jellyfin MPV Shim, Device=gunners, DeviceId=20cbca8e-24e2-45f9-9803-9d840e57f430, Version=2.6.0', 'X-MediaBrowser-Token': 'REDACTED'}
2023-04-05 08:29:11,258 [   DEBUG] urllib3.connectionpool: Starting new HTTP connection (1): 192.168.1.81:8096
2023-04-05 08:29:11,264 [   DEBUG] urllib3.connectionpool: http://192.168.1.81:8096 "GET /system/info HTTP/1.1" 200 None
2023-04-05 08:29:11,265 [   DEBUG] JELLYFIN.jellyfin_apiclient_python.credentials: credentialsupdated
2023-04-05 08:29:11,265 [   DEBUG] JELLYFIN.jellyfin_apiclient_python.connection_manager: resolving connect with result: {'Servers': "[{'address': 'http://192.168.1.81:8096', 'Name': 'gunners', 'Id': '212d72b098d942ac8a01047fef315460', 'DateLastAccessed': '2023-04-05T08:29:11Z', 'UserId': '62ddb4c799604d86b54b54abc2fb8d68', 'AccessToken': 'REDACTED', 'Users': [{'Id': '62ddb4c799604d86b54b54abc2fb8d68', 'IsSignedInOffline': True}], 'uuid': 'f75c281b-2514-49c7-b761-62dc2e62b416', 'username': 'ural', 'connected': True}]", 'State': 3}
2023-04-05 08:29:11,266 [    INFO] JELLYFIN.jellyfin_apiclient_python.client: User is authenticated.
2023-04-05 08:29:11,266 [   DEBUG] urllib3.util.retry: Converted retries value: 3 -> 'Retry(total=3, connect=None, read=None, redirect=None, status=None)'
2023-04-05 08:29:11,267 [   DEBUG] urllib3.util.retry: Converted retries value: 3 -> 'Retry(total=3, connect=None, read=None, redirect=None, status=None)'
2023-04-05 08:29:11,267 [    INFO] JELLYFIN.jellyfin_apiclient_python.ws_client: Websocket url: ws://192.168.1.81:8096/socket?api_key=REDACTEDREDACTED&device_id=20cbca8e-24e2-45f9-9803-9d840e57f430
2023-04-05 08:29:11,269 [   DEBUG] urllib3.connectionpool: Starting new HTTP connection (1): 192.168.1.81:8096
2023-04-05 08:29:11,275 [    INFO] websocket: Websocket connected
2023-04-05 08:29:11,276 [    INFO] JELLYFIN.jellyfin_apiclient_python.ws_client: --->[ websocket ]
2023-04-05 08:29:11,276 [   DEBUG] event_handler: Unhandled Event WebSocketConnect: None
2023-04-05 08:29:11,281 [   DEBUG] urllib3.connectionpool: http://192.168.1.81:8096 "POST /Sessions/Capabilities/Full HTTP/1.1" 204 0
2023-04-05 08:29:11,284 [   DEBUG] JELLYFIN.jellyfin_apiclient_python.ws_client: ForceKeepAlive received from server.
2023-04-05 08:29:11,284 [   DEBUG] JELLYFIN.jellyfin_apiclient_python.ws_client: KeepAlive received from server.
2023-04-05 08:29:11,356 [   DEBUG] urllib3.connectionpool: http://192.168.1.81:8096 "GET /Sessions?ControllableByUserId=62ddb4c799604d86b54b54abc2fb8d68 HTTP/1.1" 200 None
2023-04-05 08:29:31,276 [   DEBUG] websocket: Sending ping
2023-04-05 08:29:41,277 [   DEBUG] websocket: Sending ping
2023-04-05 08:29:41,287 [   DEBUG] JELLYFIN.jellyfin_apiclient_python.ws_client: KeepAlive received from server.
2023-04-05 08:29:51,278 [   DEBUG] websocket: Sending ping
2023-04-05 08:29:58,032 [   DEBUG] event_handler: Handled Event Play: {'ItemIds': ['5a49cf66d7d329ae4b26592cabda3d5e'], 'PlayCommand': 'PlayNow', 'ControllingUserId': '62ddb4c799604d86b54b54abc2fb8d68', 'ServerId': '212d72b098d942ac8a01047fef315460'}
2023-04-05 08:29:58,199 [   DEBUG] urllib3.connectionpool: http://192.168.1.81:8096 "GET /Users/62ddb4c799604d86b54b54abc2fb8d68/Items/5a49cf66d7d329ae4b26592cabda3d5e HTTP/1.1" 200 None
2023-04-05 08:29:58,203 [   DEBUG] event_handler: EventHandler::playMedia <jellyfin_mpv_shim.media.Media object at 0x7f943d8b7dd0>
2023-04-05 08:29:58,203 [   DEBUG] media: Bandwidth: local=True, bitrate=None, force=False
2023-04-05 08:29:58,460 [   DEBUG] urllib3.connectionpool: http://192.168.1.81:8096 "POST /Items/5a49cf66d7d329ae4b26592cabda3d5e/PlaybackInfo HTTP/1.1" 200 None
2023-04-05 08:29:58,462 [   DEBUG] media: Using direct url.
2023-04-05 08:29:58,463 [    INFO] mpv: thumbfast: Clearing trickplay. 

2023-04-05 08:29:58,592 [    INFO] mpv: cplayer:  (+) Video --vid=1 (*) (h264 1920x960 23.976fps)

2023-04-05 08:29:58,592 [    INFO] mpv: cplayer:  (+) Audio --aid=1 --alang=eng (*) (eac3 6ch 48000Hz)

2023-04-05 08:29:58,593 [    INFO] mpv: cplayer:      Subs  --sid=1 --slang=eng (subrip)

2023-04-05 08:29:58,593 [    INFO] mpv: cplayer:      Subs  --sid=2 --slang=eng 'SDH' (subrip)

2023-04-05 08:29:58,593 [    INFO] mpv: cplayer:      Subs  --sid=3 --slang=ara (subrip)

2023-04-05 08:29:58,593 [    INFO] mpv: cplayer:      Subs  --sid=4 --slang=bul (subrip)

2023-04-05 08:29:58,593 [    INFO] mpv: cplayer:      Subs  --sid=5 --slang=chi 'Chinese (Simplified)' (subrip)

2023-04-05 08:29:58,594 [    INFO] mpv: cplayer:      Subs  --sid=6 --slang=chi 'Chinese (Traditional)' (subrip)

2023-04-05 08:29:58,594 [    INFO] mpv: cplayer:      Subs  --sid=7 --slang=cze (subrip)

2023-04-05 08:29:58,594 [    INFO] mpv: cplayer:      Subs  --sid=8 --slang=dan (subrip)

2023-04-05 08:29:58,594 [    INFO] mpv: cplayer:      Subs  --sid=9 --slang=ger (subrip)

2023-04-05 08:29:58,594 [    INFO] mpv: cplayer:      Subs  --sid=10 --slang=gre (subrip)

2023-04-05 08:29:58,594 [    INFO] mpv: cplayer:      Subs  --sid=11 --slang=spa 'Spanish (Latin America)' (subrip)

2023-04-05 08:29:58,594 [    INFO] mpv: cplayer:      Subs  --sid=12 --slang=spa 'Spanish (Spain)' (subrip)

2023-04-05 08:29:58,595 [    INFO] mpv: cplayer:      Subs  --sid=13 --slang=est (subrip)

2023-04-05 08:29:58,595 [    INFO] mpv: cplayer:      Subs  --sid=14 --slang=fin (subrip)

2023-04-05 08:29:58,595 [    INFO] mpv: cplayer:      Subs  --sid=15 --slang=fre 'French (Canada)' (subrip)

2023-04-05 08:29:58,595 [    INFO] mpv: cplayer:      Subs  --sid=16 --slang=fre 'French (France)' (subrip)

2023-04-05 08:29:58,595 [    INFO] mpv: cplayer:      Subs  --sid=17 --slang=heb (subrip)

2023-04-05 08:29:58,595 [    INFO] mpv: cplayer:      Subs  --sid=18 --slang=hin (subrip)

2023-04-05 08:29:58,595 [    INFO] mpv: cplayer:      Subs  --sid=19 --slang=hun (subrip)

2023-04-05 08:29:58,596 [    INFO] mpv: cplayer:      Subs  --sid=20 --slang=ind (subrip)

2023-04-05 08:29:58,596 [    INFO] mpv: cplayer:      Subs  --sid=21 --slang=ita (subrip)

2023-04-05 08:29:58,596 [    INFO] mpv: cplayer:      Subs  --sid=22 --slang=jpn (subrip)

2023-04-05 08:29:58,596 [    INFO] mpv: cplayer:      Subs  --sid=23 --slang=kor (subrip)

2023-04-05 08:29:58,596 [    INFO] mpv: cplayer:      Subs  --sid=24 --slang=lit (subrip)

2023-04-05 08:29:58,596 [    INFO] mpv: cplayer:      Subs  --sid=25 --slang=lav (subrip)

2023-04-05 08:29:58,596 [    INFO] mpv: cplayer:      Subs  --sid=26 --slang=may (subrip)

2023-04-05 08:29:58,596 [    INFO] mpv: cplayer:      Subs  --sid=27 --slang=dut (subrip)

2023-04-05 08:29:58,597 [    INFO] mpv: cplayer:      Subs  --sid=28 --slang=nor (subrip)

2023-04-05 08:29:58,597 [    INFO] mpv: cplayer:      Subs  --sid=29 --slang=pol (subrip)

2023-04-05 08:29:58,597 [    INFO] mpv: cplayer:      Subs  --sid=30 --slang=por 'Portuguese' (subrip)

2023-04-05 08:29:58,597 [    INFO] mpv: cplayer:      Subs  --sid=31 --slang=por 'Portuguese (Brazil)' (subrip)

2023-04-05 08:29:58,597 [    INFO] mpv: cplayer:      Subs  --sid=32 --slang=rus (subrip)

2023-04-05 08:29:58,597 [    INFO] mpv: cplayer:      Subs  --sid=33 --slang=slo (subrip)

2023-04-05 08:29:58,597 [    INFO] mpv: cplayer:      Subs  --sid=34 --slang=slv (subrip)

2023-04-05 08:29:58,597 [    INFO] mpv: cplayer:      Subs  --sid=35 --slang=swe (subrip)

2023-04-05 08:29:58,597 [    INFO] mpv: cplayer:      Subs  --sid=36 --slang=tam (subrip)

2023-04-05 08:29:58,598 [    INFO] mpv: cplayer:      Subs  --sid=37 --slang=tel (subrip)

2023-04-05 08:29:58,598 [    INFO] mpv: cplayer:      Subs  --sid=38 --slang=tha (subrip)

2023-04-05 08:29:58,598 [    INFO] mpv: cplayer:      Subs  --sid=39 --slang=tur (subrip)

2023-04-05 08:29:58,598 [    INFO] mpv: cplayer:      Subs  --sid=40 --slang=ukr (subrip)

2023-04-05 08:29:58,598 [    INFO] mpv: cplayer:      Subs  --sid=41 --slang=vie (subrip)

2023-04-05 08:29:58,598 [    INFO] mpv: cplayer:      Subs  --sid=42 --slang=chi 'Chinese (Traditional)' (subrip)

2023-04-05 08:29:58,700 [   DEBUG] player: Finished waiting for media duration.
2023-04-05 08:29:58,701 [   DEBUG] player: PlayerManager::play selecting audio stream index=1
2023-04-05 08:29:58,702 [   DEBUG] player: PlayerManager::play selecting subtitle stream (none)
2023-04-05 08:29:58,702 [    INFO] mpv: cplayer: Track switched:

2023-04-05 08:29:58,703 [    INFO] mpv: cplayer:  (+) Video --vid=1 (*) (h264 1920x960 23.976fps)

2023-04-05 08:29:58,703 [    INFO] mpv: cplayer:  (+) Audio --aid=1 --alang=eng (*) (eac3 6ch 48000Hz)

2023-04-05 08:29:58,704 [    INFO] mpv: cplayer:      Subs  --sid=1 --slang=eng (subrip)

2023-04-05 08:29:58,704 [    INFO] mpv: cplayer:      Subs  --sid=2 --slang=eng 'SDH' (subrip)

2023-04-05 08:29:58,704 [    INFO] mpv: cplayer:      Subs  --sid=3 --slang=ara (subrip)

2023-04-05 08:29:58,705 [    INFO] mpv: cplayer:      Subs  --sid=4 --slang=bul (subrip)

2023-04-05 08:29:58,705 [    INFO] mpv: cplayer:      Subs  --sid=5 --slang=chi 'Chinese (Simplified)' (subrip)

2023-04-05 08:29:58,705 [    INFO] mpv: cplayer:      Subs  --sid=6 --slang=chi 'Chinese (Traditional)' (subrip)

2023-04-05 08:29:58,705 [    INFO] mpv: cplayer:      Subs  --sid=7 --slang=cze (subrip)

2023-04-05 08:29:58,706 [    INFO] mpv: cplayer:      Subs  --sid=8 --slang=dan (subrip)

2023-04-05 08:29:58,706 [    INFO] mpv: cplayer:      Subs  --sid=9 --slang=ger (subrip)

2023-04-05 08:29:58,706 [    INFO] mpv: cplayer:      Subs  --sid=10 --slang=gre (subrip)

2023-04-05 08:29:58,706 [    INFO] mpv: cplayer:      Subs  --sid=11 --slang=spa 'Spanish (Latin America)' (subrip)

2023-04-05 08:29:58,707 [    INFO] mpv: cplayer:      Subs  --sid=12 --slang=spa 'Spanish (Spain)' (subrip)

2023-04-05 08:29:58,707 [    INFO] mpv: cplayer:      Subs  --sid=13 --slang=est (subrip)

2023-04-05 08:29:58,707 [    INFO] mpv: cplayer:      Subs  --sid=14 --slang=fin (subrip)

2023-04-05 08:29:58,708 [    INFO] mpv: cplayer:      Subs  --sid=15 --slang=fre 'French (Canada)' (subrip)

2023-04-05 08:29:58,708 [    INFO] mpv: cplayer:      Subs  --sid=16 --slang=fre 'French (France)' (subrip)

2023-04-05 08:29:58,708 [    INFO] mpv: cplayer:      Subs  --sid=17 --slang=heb (subrip)

